User ID,Age,Gender,Country,Purchase Amount,Product Category
3880,60.0,Male,UK,110.97,Sports
3881,64.0,Female,Germany,326.29,Beauty
3885,66.0,Male,USA,432.68,Books
3886,66.0,Other,USA,172.83,Clothing
3888,22.0,Male,France,93.38,Books
3889,25.0,Other,France,186.05,Home & Kitchen
3890,51.0,Male,Canada,479.77,Clothing
3891,65.0,Male,Canada,140.85,Beauty
3892,69.0,Male,USA,463.8,Home & Kitchen
3893,29.0,Male,Canada,94.78,Home & Kitchen
3895,18.0,Other,Germany,150.33,Electronics
3897,21.0,Female,USA,39.5,Electronics
3898,66.0,Other,USA,153.33,Home & Kitchen
3899,62.0,Other,Germany,109.3,Beauty
3901,22.0,Male,Australia,82.6,Sports
3905,28.0,Other,USA,337.18,Books
3906,62.0,Other,Canada,400.65,Sports
3907,21.0,Other,Canada,434.18,Sports
3908,43.0,Other,UK,410.81,Books
3911,60.0,Male,Canada,253.64,Home & Kitchen
3912,44.0,Female,USA,269.89,Home & Kitchen
3914,68.0,Male,Canada,272.3,Electronics
3915,67.0,Male,USA,57.36,Beauty
3917,32.0,Male,France,374.29,Beauty
3918,47.0,Female,Canada,95.5,Clothing
3920,54.0,Female,France,147.23,Clothing
3921,54.0,Other,USA,188.67,Sports
3923,54.0,Male,Canada,190.43,Beauty
3924,52.0,Other,France,74.26,Electronics
3926,23.0,Female,Germany,121.74,Clothing
3927,21.0,Female,France,203.99,Beauty
3931,46.0,Male,Germany,289.97,Books
3932,30.0,Male,USA,282.49,Beauty
3933,64.0,Female,Australia,202.39,Clothing
3934,69.0,Female,France,490.34,Sports
3936,62.0,Male,USA,111.84,Sports
3937,49.0,Female,Germany,145.9,Beauty
3938,65.0,Other,Australia,441.24,Electronics
3939,39.0,Male,UK,459.84,Clothing
3941,22.0,Other,Australia,211.39,Clothing
3942,54.0,Other,USA,457.74,Clothing
3944,66.0,Other,France,327.96,Electronics
3945,30.0,Male,Canada,468.93,Electronics
3954,49.0,Male,UK,278.12,Electronics
3955,62.0,Other,Australia,312.21,Beauty
3956,68.0,Female,France,30.27,Sports
3957,66.0,Female,USA,7.21,Sports
3958,38.0,Female,Australia,441.62,Home & Kitchen
3961,38.0,Male,Germany,477.01,Electronics
3962,61.0,Male,Germany,258.4,Clothing
3963,28.0,Male,UK,74.2,Clothing
3965,21.0,Other,Canada,313.9,Home & Kitchen
3968,45.0,Male,Australia,21.99,Clothing
3970,52.0,Male,USA,189.04,Sports
3971,30.0,Female,USA,354.33,Books
3973,51.0,Male,USA,27.12,Clothing
3974,28.0,Other,USA,399.46,Electronics
3975,53.0,Female,Canada,304.54,Home & Kitchen
3977,34.0,Male,UK,211.74,Books
3980,57.0,Female,France,362.61,Home & Kitchen
3983,36.0,Male,Australia,149.34,Home & Kitchen
3984,54.0,Other,Australia,319.84,Beauty
3985,56.0,Female,USA,172.57,Books
3986,38.0,Other,France,417.93,Electronics
3987,25.0,Male,Canada,32.28,Beauty
3988,45.0,Male,Canada,23.67,Sports
3990,34.0,Other,Canada,105.17,Books
3992,53.0,Other,Australia,40.45,Beauty
3993,36.0,Male,Germany,156.5,Home & Kitchen
3998,64.0,Male,Canada,436.07,Beauty
4004,22.0,Male,UK,161.21,Books
4005,34.0,Other,Canada,151.93,Home & Kitchen
4006,37.0,Other,Germany,268.09,Electronics
4008,63.0,Female,Canada,467.49,Sports
4009,29.0,Female,Australia,194.4,Clothing
4010,23.0,Male,Germany,113.81,Sports
4012,68.0,Male,Australia,317.7,Clothing
4013,36.0,Male,UK,166.7,Beauty
4014,43.0,Male,France,98.45,Beauty
4015,65.0,Male,Germany,141.53,Books
4016,61.0,Other,Australia,157.4,Home & Kitchen
4018,69.0,Other,Australia,91.47,Sports
4020,23.0,Male,UK,155.92,Sports
4023,28.0,Female,Germany,274.09,Clothing
4028,44.0,Other,Germany,164.36,Home & Kitchen
4030,68.0,Other,Germany,26.13,Books
4031,67.0,Male,Germany,343.98,Electronics
4032,34.0,Other,Germany,134.95,Sports
4033,68.0,Female,France,479.67,Beauty
4034,31.0,Male,Germany,109.17,Home & Kitchen
4036,35.0,Other,USA,369.06,Electronics
4037,45.0,Female,Canada,435.71,Books
4040,64.0,Female,USA,453.84,Electronics
4042,24.0,Male,UK,427.07,Clothing
4043,62.0,Female,UK,439.45,Beauty
4048,69.0,Other,USA,283.48,Books
4049,62.0,Female,USA,498.18,Electronics
4050,34.0,Other,UK,56.68,Sports
4053,50.0,Other,Australia,183.81,Beauty
4056,36.0,Male,Canada,495.43,Clothing
4057,55.0,Other,Australia,201.55,Electronics
4058,20.0,Other,Germany,336.5,Sports
4059,22.0,Male,USA,64.75,Sports
4060,30.0,Other,USA,461.64,Beauty
4063,48.0,Female,Germany,177.49,Clothing
4064,33.0,Other,UK,218.97,Beauty
4070,60.0,Male,USA,490.95,Books
4071,20.0,Other,Australia,12.69,Sports
4072,27.0,Other,UK,221.76,Home & Kitchen
4074,38.0,Female,USA,23.61,Beauty
4075,33.0,Female,France,84.71,Books
4077,19.0,Female,France,361.51,Sports
4079,41.0,Female,Canada,314.14,Home & Kitchen
4082,47.0,Male,USA,178.6,Sports
4083,64.0,Other,Germany,414.72,Electronics
4085,36.0,Other,UK,118.9,Electronics
4087,25.0,Female,Canada,492.83,Home & Kitchen
4088,43.0,Other,UK,13.65,Electronics
4090,57.0,Female,USA,113.06,Clothing
4092,47.0,Female,Germany,154.26,Electronics
4094,20.0,Male,USA,274.01,Books
4095,18.0,Female,Canada,74.82,Sports
4096,53.0,Male,Australia,138.57,Home & Kitchen
4100,32.0,Female,Australia,415.65,Beauty
4101,54.0,Other,UK,30.86,Clothing
4103,57.0,Female,USA,499.59,Clothing
4104,25.0,Other,UK,393.67,Home & Kitchen
4105,22.0,Female,Germany,64.75,Clothing
4107,18.0,Female,USA,373.94,Sports
4108,53.0,Male,France,259.55,Beauty
4109,52.0,Other,France,43.98,Clothing
4110,19.0,Other,Australia,22.17,Books
4112,40.0,Female,Germany,132.47,Electronics
4114,51.0,Female,Germany,398.66,Sports
4115,63.0,Other,France,346.18,Beauty
4116,31.0,Male,UK,484.44,Electronics
4117,21.0,Other,UK,50.96,Electronics
4118,47.0,Male,Canada,354.93,Clothing
4119,48.0,Female,France,45.7,Clothing
4120,55.0,Male,France,5.08,Home & Kitchen
4122,52.0,Other,Canada,310.28,Electronics
4123,25.0,Female,Australia,339.72,Home & Kitchen
4125,31.0,Other,USA,27.81,Beauty
4126,30.0,Female,Germany,318.86,Home & Kitchen
4127,62.0,Female,Australia,47.48,Electronics
4129,51.0,Female,UK,258.72,Books
4131,36.0,Female,Canada,235.05,Electronics
4132,55.0,Other,UK,319.36,Books
4135,57.0,Other,Canada,281.94,Beauty
4136,34.0,Female,France,15.94,Electronics
4141,19.0,Other,UK,469.73,Sports
4143,43.0,Other,Germany,277.06,Books
4146,48.0,Other,USA,433.26,Home & Kitchen
4147,51.0,Male,Australia,19.22,Books
4148,56.0,Female,Germany,318.17,Beauty
4149,20.0,Other,USA,53.8,Electronics
4150,25.0,Other,France,146.49,Clothing
4152,31.0,Female,USA,73.01,Books
4153,44.0,Other,Canada,41.93,Sports
4156,56.0,Female,USA,234.91,Books
4157,18.0,Male,Australia,222.66,Home & Kitchen
4159,58.0,Female,UK,430.59,Sports
4161,30.0,Other,Australia,13.56,Beauty
4164,36.0,Other,Germany,474.78,Clothing
4165,42.0,Other,UK,43.65,Books
4170,49.0,Female,UK,175.25,Books
4173,53.0,Other,Germany,37.75,Sports
4176,37.0,Female,Canada,482.09,Clothing
4178,67.0,Female,Australia,65.43,Home & Kitchen
4180,67.0,Male,Australia,109.55,Electronics
4181,45.0,Other,Canada,46.98,Clothing
4182,63.0,Male,Canada,273.09,Home & Kitchen
4183,69.0,Male,USA,369.63,Sports
4184,41.0,Male,France,359.45,Books
4185,32.0,Female,France,269.36,Home & Kitchen
4186,39.0,Male,UK,248.91,Beauty
4187,47.0,Female,France,484.92,Electronics
4188,21.0,Male,Germany,411.18,Beauty
4189,30.0,Male,Germany,350.83,Home & Kitchen
4191,25.0,Female,Canada,410.79,Beauty
4192,35.0,Other,UK,376.14,Home & Kitchen
4193,29.0,Male,USA,496.05,Books
4194,48.0,Female,UK,70.83,Clothing
4196,51.0,Other,Australia,489.65,Sports
4199,28.0,Other,Australia,487.81,Beauty
4200,58.0,Male,USA,276.01,Home & Kitchen
4202,66.0,Other,Australia,14.94,Books
4203,32.0,Female,Australia,262.23,Clothing
4204,48.0,Male,USA,131.62,Beauty
4207,43.0,Male,USA,24.35,Clothing
4208,35.0,Female,Australia,452.91,Home & Kitchen
4209,49.0,Female,Canada,261.3,Sports
4210,39.0,Male,USA,325.87,Electronics
4212,34.0,Female,France,95.19,Sports
4214,41.0,Other,Germany,119.99,Books
4215,67.0,Female,Canada,432.93,Beauty
4216,25.0,Female,France,394.73,Beauty
4217,58.0,Male,UK,427.1,Home & Kitchen
4219,22.0,Male,Australia,323.56,Electronics
4221,46.0,Male,Australia,136.41,Clothing
4227,26.0,Female,UK,150.48,Sports
4228,44.0,Male,UK,31.47,Electronics
4231,21.0,Female,UK,84.77,Clothing
4232,53.0,Other,Canada,195.26,Beauty
4233,35.0,Female,France,184.08,Beauty
4235,68.0,Female,Canada,284.5,Clothing
4236,30.0,Other,Canada,428.01,Clothing
4237,36.0,Female,Canada,77.68,Home & Kitchen
4238,66.0,Other,USA,181.87,Clothing
4239,23.0,Female,USA,279.89,Beauty
4240,65.0,Male,UK,80.8,Books
4241,29.0,Female,Australia,68.39,Beauty
4243,54.0,Other,Australia,328.65,Books
4244,34.0,Other,UK,120.91,Home & Kitchen
4245,40.0,Female,Germany,117.43,Beauty
4246,43.0,Other,Germany,374.0,Sports
4247,46.0,Female,France,62.91,Sports
4248,50.0,Other,France,462.02,Home & Kitchen
4249,44.0,Male,France,472.15,Beauty
4251,27.0,Male,USA,109.29,Home & Kitchen
4254,38.0,Female,Canada,175.27,Books
4255,38.0,Male,Australia,158.65,Home & Kitchen
4256,60.0,Female,Germany,134.53,Sports
4259,50.0,Other,France,454.41,Clothing
4260,41.0,Female,UK,394.1,Sports
4261,61.0,Other,Canada,338.68,Electronics
4262,28.0,Other,Australia,147.44,Sports
4264,21.0,Female,USA,122.3,Sports
4265,64.0,Male,Germany,60.2,Electronics
4268,26.0,Other,Australia,24.05,Sports
4271,36.0,Female,Canada,78.97,Electronics
4272,36.0,Female,Canada,216.51,Books
4275,59.0,Male,France,446.2,Electronics
4276,34.0,Male,France,131.1,Home & Kitchen
4277,54.0,Male,France,47.17,Sports
4278,65.0,Other,Canada,147.92,Books
4281,58.0,Female,Canada,388.07,Clothing
4282,52.0,Male,USA,132.61,Electronics
4290,24.0,Other,UK,444.08,Sports
4291,58.0,Other,France,481.98,Sports
4292,30.0,Female,USA,430.6,Beauty
4293,35.0,Other,USA,263.7,Electronics
4296,53.0,Female,UK,298.18,Electronics
4297,48.0,Other,Australia,476.6,Electronics
4298,19.0,Other,USA,44.9,Sports
4300,26.0,Female,Canada,435.42,Sports
4303,28.0,Female,USA,181.01,Clothing
4306,53.0,Other,UK,74.32,Books
4308,40.0,Female,Germany,151.15,Clothing
4309,62.0,Female,France,190.59,Books
4312,26.0,Female,UK,474.44,Books
4313,41.0,Male,UK,127.4,Beauty
4314,25.0,Male,USA,390.71,Clothing
4318,20.0,Female,Germany,49.85,Electronics
4319,45.0,Other,USA,370.77,Clothing
4324,45.0,Other,France,381.98,Beauty
4325,57.0,Male,Germany,320.61,Home & Kitchen
4326,18.0,Other,France,403.13,Electronics
4327,53.0,Female,Australia,345.5,Books
4328,38.0,Other,UK,140.85,Books
4331,30.0,Male,Australia,381.08,Clothing
4333,27.0,Male,Canada,91.54,Clothing
4335,64.0,Female,France,268.22,Electronics
4338,30.0,Female,France,161.42,Books
4341,41.0,Other,France,94.99,Electronics
4342,19.0,Other,Germany,104.77,Clothing
4343,39.0,Male,Canada,335.15,Books
4344,34.0,Male,Australia,434.12,Electronics
4346,31.0,Male,USA,466.71,Books
4347,27.0,Other,USA,33.55,Clothing
4351,64.0,Other,Canada,188.56,Clothing
4352,55.0,Male,UK,279.6,Sports
4353,34.0,Female,France,19.14,Sports
4356,41.0,Female,USA,260.6,Home & Kitchen
4358,60.0,Male,France,377.81,Clothing
4359,42.0,Female,USA,272.22,Beauty
4360,53.0,Male,Australia,309.06,Home & Kitchen
4363,18.0,Male,Australia,396.85,Electronics
4364,37.0,Female,Germany,379.04,Sports
4365,45.0,Other,Australia,315.49,Home & Kitchen
4366,33.0,Male,Germany,266.54,Beauty
4369,57.0,Male,Canada,98.86,Electronics
4370,45.0,Male,Australia,23.09,Books
4372,44.0,Other,France,76.7,Sports
4373,59.0,Other,France,452.39,Beauty
4374,64.0,Male,Germany,386.49,Sports
4378,54.0,Other,Germany,241.04,Sports
4380,24.0,Other,France,472.81,Home & Kitchen
4381,49.0,Other,UK,85.14,Sports
4382,49.0,Female,UK,377.92,Beauty
4383,42.0,Female,UK,401.02,Electronics
4384,50.0,Other,USA,476.14,Beauty
4385,24.0,Other,UK,276.96,Sports
4386,69.0,Other,Australia,269.76,Sports
4387,29.0,Male,USA,460.54,Clothing
4388,33.0,Female,Australia,401.54,Electronics
4389,33.0,Male,France,383.0,Sports
4390,60.0,Female,Australia,395.62,Books
4391,53.0,Female,France,249.12,Books
4393,24.0,Other,Germany,103.14,Sports
4395,64.0,Male,Canada,201.1,Beauty
4398,49.0,Female,Canada,222.14,Beauty
4400,25.0,Other,USA,360.89,Books
4401,50.0,Male,France,454.98,Home & Kitchen
4402,40.0,Female,France,386.13,Sports
4403,42.0,Female,USA,64.42,Clothing
4404,25.0,Male,France,271.29,Clothing
4405,62.0,Female,France,418.51,Beauty
4409,20.0,Male,France,168.54,Clothing
4410,46.0,Male,USA,124.87,Clothing
4411,58.0,Male,Australia,101.88,Electronics
4412,46.0,Female,France,296.49,Clothing
4413,51.0,Male,Germany,257.15,Beauty
4414,51.0,Male,Germany,368.74,Books
4415,45.0,Male,Australia,157.43,Clothing
4418,40.0,Female,Australia,481.8,Books
4419,61.0,Male,UK,177.69,Sports
4420,43.0,Male,USA,152.61,Beauty
4422,43.0,Female,USA,363.32,Clothing
4424,26.0,Female,Germany,270.59,Electronics
4425,22.0,Male,UK,407.16,Home & Kitchen
4428,67.0,Female,Canada,447.63,Clothing
4429,28.0,Other,France,148.49,Electronics
4430,32.0,Female,UK,73.64,Beauty
4431,49.0,Male,France,498.1,Electronics
4432,45.0,Male,Germany,176.96,Beauty
4433,39.0,Male,Australia,72.59,Sports
4434,58.0,Other,France,159.21,Beauty
4435,34.0,Female,USA,259.35,Beauty
4437,61.0,Other,Australia,179.55,Clothing
4438,24.0,Other,USA,336.08,Books
4441,42.0,Other,Germany,284.46,Clothing
4444,36.0,Male,Australia,174.4,Electronics
4447,25.0,Male,Australia,181.2,Electronics
4449,21.0,Female,USA,8.4,Sports
4451,48.0,Female,Australia,277.99,Home & Kitchen
4453,28.0,Female,Canada,362.27,Books
4454,60.0,Female,Australia,461.03,Electronics
4455,18.0,Other,Australia,495.13,Books
4456,66.0,Other,Germany,352.03,Books
4459,55.0,Male,UK,195.17,Books
4460,41.0,Other,UK,288.37,Beauty
4461,64.0,Female,France,499.91,Electronics
4464,63.0,Male,Germany,499.48,Sports
4465,67.0,Male,Canada,403.62,Sports
4466,43.0,Male,Australia,384.74,Sports
4468,67.0,Female,USA,6.66,Books
4470,37.0,Female,UK,395.95,Electronics
4471,69.0,Male,Canada,58.1,Beauty
4472,58.0,Female,Canada,151.58,Sports
4473,28.0,Female,Germany,283.44,Electronics
4475,67.0,Female,UK,273.78,Books
4476,55.0,Male,USA,490.54,Home & Kitchen
4479,32.0,Other,Canada,254.69,Home & Kitchen
4480,49.0,Other,Australia,150.19,Beauty
4482,63.0,Female,Australia,338.27,Electronics
4483,22.0,Male,Germany,338.01,Home & Kitchen
4485,55.0,Male,Australia,402.22,Books
4487,35.0,Other,Canada,66.19,Electronics
4488,31.0,Other,UK,211.24,Sports
4489,27.0,Female,USA,258.32,Beauty
4490,63.0,Other,USA,71.74,Clothing
4495,47.0,Female,France,497.48,Books
4498,25.0,Female,Canada,224.39,Beauty
4500,62.0,Other,UK,279.84,Electronics
4503,50.0,Female,Australia,25.05,Clothing
4504,34.0,Female,France,325.67,Beauty
4505,65.0,Male,Canada,318.83,Electronics
4506,28.0,Male,UK,40.36,Electronics
4507,30.0,Female,Australia,89.59,Beauty
4510,48.0,Female,Canada,377.45,Electronics
4513,23.0,Other,USA,353.69,Electronics
4514,58.0,Female,Germany,324.28,Electronics
4515,33.0,Other,Australia,300.08,Books
4517,52.0,Male,France,330.27,Sports
4518,65.0,Other,Canada,417.92,Clothing
4520,29.0,Other,France,83.69,Beauty
4521,28.0,Other,Canada,158.18,Electronics
4522,54.0,Other,Canada,168.53,Beauty
4523,42.0,Female,Australia,51.49,Sports
4525,36.0,Female,USA,299.58,Books
4526,40.0,Other,France,296.93,Home & Kitchen
4529,43.0,Male,USA,9.0,Home & Kitchen
4533,68.0,Other,UK,58.42,Home & Kitchen
4535,51.0,Female,Germany,130.97,Books
4537,60.0,Female,Canada,208.23,Books
4540,19.0,Male,France,397.27,Sports
4548,53.0,Female,Australia,73.21,Beauty
4549,64.0,Male,Germany,382.4,Sports
4550,47.0,Other,USA,229.25,Electronics
4551,18.0,Male,Canada,119.82,Electronics
4552,60.0,Female,UK,460.21,Clothing
4553,56.0,Female,Canada,198.1,Beauty
4554,34.0,Other,Australia,274.03,Home & Kitchen
4555,37.0,Female,UK,429.61,Books
4556,41.0,Other,France,417.52,Sports
4559,46.0,Female,UK,476.29,Electronics
4560,39.0,Male,USA,467.88,Electronics
4562,26.0,Other,France,201.6,Sports
4563,54.0,Male,USA,124.05,Books
4564,27.0,Other,UK,419.23,Books
4566,54.0,Female,Australia,180.77,Home & Kitchen
4567,45.0,Male,UK,9.82,Electronics
4569,59.0,Other,Canada,330.9,Beauty
4570,60.0,Male,UK,128.25,Clothing
4571,38.0,Other,Australia,369.68,Beauty
4575,19.0,Other,UK,296.4,Books
4576,25.0,Other,France,129.9,Books
4577,65.0,Male,Canada,491.7,Beauty
4580,54.0,Other,USA,363.31,Books
4583,20.0,Male,USA,123.69,Home & Kitchen
4584,61.0,Other,France,235.58,Beauty
4585,30.0,Other,Australia,158.85,Clothing
4586,62.0,Female,USA,275.99,Beauty
4588,53.0,Other,UK,308.93,Electronics
4590,44.0,Male,France,25.56,Clothing
4591,51.0,Male,UK,43.91,Electronics
4594,49.0,Other,Canada,401.13,Home & Kitchen
4598,66.0,Male,Canada,279.67,Clothing
4599,20.0,Female,France,286.91,Sports
4601,37.0,Other,France,200.02,Clothing
4602,47.0,Other,Canada,340.22,Beauty
4604,52.0,Other,USA,148.09,Books
4606,56.0,Female,Australia,261.43,Books
4610,34.0,Other,UK,164.73,Beauty
4611,35.0,Male,UK,335.14,Sports
4613,69.0,Male,Canada,490.81,Beauty
4615,37.0,Female,USA,141.34,Home & Kitchen
4619,18.0,Male,Australia,403.25,Home & Kitchen
4621,18.0,Other,Canada,51.89,Home & Kitchen
4625,69.0,Other,USA,349.05,Sports
4626,40.0,Male,France,200.59,Beauty
4627,27.0,Male,USA,134.75,Books
4630,58.0,Female,Canada,262.95,Sports
4631,22.0,Female,France,61.8,Electronics
4632,18.0,Other,Australia,103.41,Books
4635,51.0,Male,Canada,94.99,Sports
4638,46.0,Female,Canada,211.65,Electronics
4641,28.0,Other,Australia,222.47,Clothing
4642,68.0,Female,France,34.76,Books
4644,52.0,Male,France,365.3,Beauty
4645,29.0,Male,France,242.79,Books
4646,43.0,Male,Germany,243.82,Books
4647,68.0,Male,Germany,301.12,Beauty
4649,62.0,Other,USA,83.5,Clothing
4651,64.0,Male,France,65.09,Beauty
4652,24.0,Male,UK,468.73,Electronics
4653,43.0,Female,UK,290.76,Electronics
4654,57.0,Male,Australia,50.86,Beauty
4655,22.0,Other,Germany,114.22,Clothing
4656,38.0,Male,UK,364.17,Books
4658,21.0,Male,Australia,364.2,Sports
4659,40.0,Male,France,456.17,Books
4660,59.0,Other,Canada,32.91,Beauty
4661,37.0,Female,USA,97.28,Books
4664,69.0,Male,France,310.41,Sports
4665,62.0,Other,Canada,27.18,Electronics
4668,58.0,Other,Germany,453.78,Electronics
4669,65.0,Female,USA,239.77,Books
4670,36.0,Female,France,75.56,Sports
4671,65.0,Other,Australia,148.2,Books
4673,63.0,Other,France,60.5,Clothing
4674,45.0,Female,USA,119.71,Beauty
4677,21.0,Other,Australia,80.33,Sports
4678,32.0,Other,Australia,422.62,Sports
4679,52.0,Male,Canada,55.18,Books
4681,18.0,Other,Australia,65.05,Books
4682,20.0,Female,UK,348.33,Sports
4687,53.0,Other,USA,271.15,Beauty
4688,51.0,Female,USA,359.25,Clothing
4689,46.0,Male,UK,333.14,Books
4691,41.0,Female,USA,493.2,Beauty
4693,21.0,Male,Australia,90.59,Sports
4694,20.0,Male,UK,430.24,Electronics
4695,51.0,Male,USA,148.96,Beauty
4700,62.0,Other,USA,459.0,Electronics
4702,48.0,Male,Canada,205.12,Books
4704,23.0,Male,USA,404.69,Books
4706,27.0,Other,France,387.63,Electronics
4708,24.0,Female,Canada,211.29,Clothing
4709,56.0,Other,Canada,365.45,Beauty
4710,55.0,Other,Germany,139.05,Sports
4711,38.0,Female,UK,160.39,Clothing
4713,20.0,Male,UK,97.91,Beauty
4716,64.0,Other,Australia,376.25,Home & Kitchen
4719,29.0,Female,Canada,82.34,Home & Kitchen
4720,55.0,Female,Canada,87.12,Clothing
4721,68.0,Female,USA,492.8,Electronics
4723,64.0,Female,USA,227.77,Clothing
4725,22.0,Other,Germany,14.36,Sports
4726,30.0,Male,Germany,336.88,Clothing
4728,67.0,Other,France,57.89,Beauty
4729,47.0,Male,UK,378.47,Books
4732,65.0,Other,Canada,188.43,Books
4733,44.0,Male,Australia,357.47,Books
4735,31.0,Female,France,311.97,Clothing
4737,64.0,Other,Germany,121.34,Home & Kitchen
4738,53.0,Female,Canada,489.18,Home & Kitchen
4740,33.0,Male,UK,58.25,Clothing
4742,38.0,Other,USA,463.88,Sports
4744,25.0,Male,USA,229.61,Home & Kitchen
4745,66.0,Other,Germany,363.18,Clothing
4746,33.0,Female,Germany,21.56,Electronics
4748,59.0,Female,Australia,183.8,Home & Kitchen
4750,49.0,Male,Canada,290.11,Books
4751,51.0,Other,USA,274.44,Home & Kitchen
4752,26.0,Other,France,437.6,Electronics
4757,39.0,Other,UK,468.98,Beauty
4759,21.0,Other,USA,274.22,Home & Kitchen
4761,69.0,Female,Germany,446.28,Electronics
4762,64.0,Female,Germany,397.3,Electronics
4763,42.0,Male,Germany,43.2,Beauty
4764,38.0,Other,Australia,351.27,Electronics
4765,54.0,Other,Australia,271.68,Beauty
4768,18.0,Female,Australia,100.29,Books
4770,68.0,Male,France,142.84,Beauty
4772,34.0,Other,Germany,45.58,Books
4773,58.0,Female,UK,247.95,Books
4775,19.0,Other,France,428.29,Sports
4782,64.0,Other,UK,314.35,Books
4784,56.0,Female,UK,189.43,Clothing
4789,26.0,Other,France,255.84,Home & Kitchen
4790,30.0,Female,Canada,352.66,Books
4792,23.0,Female,USA,76.28,Electronics
4794,69.0,Female,USA,120.44,Beauty
4796,34.0,Male,UK,318.61,Clothing
4797,66.0,Male,Canada,389.12,Sports
4799,65.0,Other,UK,385.57,Home & Kitchen
4800,64.0,Female,UK,82.87,Home & Kitchen
4801,62.0,Female,UK,116.57,Clothing
4803,34.0,Female,USA,265.86,Clothing
4804,20.0,Other,Canada,151.23,Sports
4806,32.0,Male,Australia,457.87,Sports
4807,53.0,Male,UK,379.02,Electronics
4808,49.0,Male,Canada,228.1,Home & Kitchen
4810,21.0,Other,Canada,398.46,Sports
4811,35.0,Other,UK,7.91,Clothing
4816,52.0,Other,USA,448.37,Clothing
4817,57.0,Female,Canada,124.12,Books
4823,41.0,Male,USA,319.47,Clothing
4826,23.0,Female,Germany,153.85,Beauty
4827,50.0,Other,Australia,249.18,Beauty
4829,57.0,Other,UK,309.17,Beauty
4830,36.0,Female,Australia,78.0,Sports
4831,18.0,Male,Canada,65.84,Beauty
4832,22.0,Male,UK,98.26,Beauty
4833,44.0,Other,UK,409.64,Clothing
4835,23.0,Other,Germany,366.14,Sports
4837,30.0,Other,USA,297.97,Sports
4838,65.0,Female,Canada,387.91,Beauty
4839,52.0,Other,France,119.38,Books
4840,36.0,Male,Australia,101.99,Books
4843,60.0,Other,Australia,131.14,Beauty
4845,42.0,Male,USA,71.56,Beauty
4846,37.0,Female,USA,233.29,Home & Kitchen
4847,48.0,Male,France,314.24,Clothing
4849,61.0,Female,France,408.63,Home & Kitchen
4850,40.0,Other,USA,469.03,Books
4852,39.0,Male,France,380.92,Books
4853,68.0,Other,Germany,160.17,Electronics
4854,54.0,Male,Germany,339.98,Sports
4855,25.0,Female,France,156.81,Electronics
4857,31.0,Other,UK,176.82,Home & Kitchen
4858,20.0,Female,USA,425.17,Sports
4859,67.0,Male,Australia,384.24,Clothing
4861,36.0,Female,Australia,82.69,Beauty
4863,35.0,Male,UK,198.2,Books
4864,69.0,Male,Canada,474.95,Beauty
4866,25.0,Male,France,348.27,Sports
4869,29.0,Female,Germany,441.78,Clothing
4870,28.0,Male,Germany,45.59,Beauty
4871,22.0,Male,Australia,188.32,Home & Kitchen
4873,29.0,Male,Australia,479.42,Books
4874,34.0,Other,Germany,63.47,Sports
4881,50.0,Female,France,400.87,Sports
4883,65.0,Female,Germany,166.11,Electronics
4884,58.0,Female,Australia,183.69,Electronics
4885,36.0,Female,Germany,296.46,Beauty
4886,39.0,Male,Australia,396.02,Clothing
4887,22.0,Male,Germany,119.25,Sports
4889,47.0,Male,Canada,114.84,Electronics
4892,21.0,Other,Germany,11.66,Electronics
4894,30.0,Male,France,463.72,Sports
4897,32.0,Other,France,264.63,Sports
4899,31.0,Other,UK,175.34,Clothing
4901,36.0,Female,Canada,444.01,Home & Kitchen
4902,46.0,Female,Canada,75.14,Electronics
4905,41.0,Male,UK,144.52,Clothing
4906,35.0,Male,Germany,406.88,Home & Kitchen
4908,58.0,Other,France,457.1,Clothing
4910,43.0,Other,USA,463.73,Home & Kitchen
4913,34.0,Male,Canada,457.84,Electronics
4914,19.0,Other,Australia,246.65,Home & Kitchen
4915,23.0,Male,Canada,109.55,Clothing
4917,45.0,Other,Germany,16.66,Home & Kitchen
4920,35.0,Female,UK,250.47,Home & Kitchen
4921,43.0,Female,Germany,70.01,Books
4922,37.0,Female,Australia,487.88,Books
4923,58.0,Male,UK,69.32,Home & Kitchen
4924,66.0,Male,France,225.18,Books
4926,66.0,Female,USA,9.28,Home & Kitchen
4927,29.0,Female,UK,335.56,Books
4928,24.0,Female,Canada,271.41,Electronics
4929,20.0,Male,UK,251.26,Home & Kitchen
4930,27.0,Other,UK,409.95,Home & Kitchen
4932,42.0,Other,France,431.24,Sports
4933,52.0,Other,Germany,433.07,Beauty
4934,33.0,Male,UK,414.3,Clothing
4935,19.0,Male,France,173.99,Books
4936,41.0,Other,USA,85.47,Beauty
4937,27.0,Male,Germany,240.21,Books
4938,55.0,Male,France,133.62,Beauty
4940,43.0,Other,Germany,143.34,Books
4941,60.0,Female,France,237.22,Beauty
4942,56.0,Male,USA,60.8,Books
4943,44.0,Other,France,472.45,Electronics
4944,46.0,Male,USA,329.77,Electronics
4945,64.0,Male,UK,72.49,Beauty
4946,55.0,Other,UK,406.97,Electronics
4947,37.0,Female,Germany,464.4,Electronics
4950,37.0,Male,Germany,164.63,Clothing
4951,61.0,Female,Canada,416.96,Books
4952,36.0,Other,UK,91.67,Home & Kitchen
4953,37.0,Male,UK,390.78,Home & Kitchen
