User ID,Age,Gender,Country,Purchase Amount,Purchase Date,Product Category,Cluster
4141,19.0,Other,UK,469.73,2023-08-22,Sports,1
4143,43.0,Other,Germany,277.06,2023-03-28,Books,3
4146,48.0,Other,USA,433.26,2022-06-27,Home & Kitchen,1
4147,51.0,Male,Australia,19.22,2021-03-31,Books,2
4148,56.0,Female,Germany,318.17,2020-11-29,Beauty,3
4149,20.0,Other,USA,53.8,2021-04-07,Electronics,2
4150,25.0,Other,France,146.49,2022-11-15,Clothing,0
4152,31.0,Female,USA,73.01,2023-10-21,Books,2
4153,44.0,Other,Canada,41.93,2022-03-16,Sports,2
4156,56.0,Female,USA,234.91,2021-01-28,Books,0
4157,18.0,Male,Australia,222.66,2020-09-23,Home & Kitchen,0
4159,58.0,Female,UK,430.59,2022-04-09,Sports,1
4161,30.0,Other,Australia,13.56,2022-11-30,Beauty,2
4164,36.0,Other,Germany,474.78,2020-01-04,Clothing,1
4165,42.0,Other,UK,43.65,2023-07-02,Books,2
4170,49.0,Female,UK,175.25,2023-02-04,Books,0
4173,53.0,Other,Germany,37.75,2020-03-12,Sports,2
4176,37.0,Female,Canada,482.09,2020-05-02,Clothing,1
4178,67.0,Female,Australia,65.43,2023-06-04,Home & Kitchen,2
4180,67.0,Male,Australia,109.55,2021-01-02,Electronics,2
4181,45.0,Other,Canada,46.98,2021-04-02,Clothing,2
4182,63.0,Male,Canada,273.09,2020-07-01,Home & Kitchen,3
4183,69.0,Male,USA,369.63,2023-06-04,Sports,3
4184,41.0,Male,France,359.45,2022-12-31,Books,3
4185,32.0,Female,France,269.36,2021-05-26,Home & Kitchen,3
4186,39.0,Male,UK,248.91,2022-10-28,Beauty,3
4187,47.0,Female,France,484.92,2022-12-31,Electronics,1
4188,21.0,Male,Germany,411.18,2021-12-24,Beauty,1
4189,30.0,Male,Germany,350.83,2020-02-15,Home & Kitchen,3
4191,25.0,Female,Canada,410.79,2021-08-15,Beauty,1
4192,35.0,Other,UK,376.14,2022-07-28,Home & Kitchen,1
4193,29.0,Male,USA,496.05,2022-02-11,Books,1
4194,48.0,Female,UK,70.83,2021-04-26,Clothing,2
4196,51.0,Other,Australia,489.65,2023-04-13,Sports,1
4199,28.0,Other,Australia,487.81,2020-08-24,Beauty,1
4200,58.0,Male,USA,276.01,2022-09-17,Home & Kitchen,3
4202,66.0,Other,Australia,14.94,2023-03-09,Books,2
4203,32.0,Female,Australia,262.23,2020-03-04,Clothing,3
4204,48.0,Male,USA,131.62,2020-10-05,Beauty,0
4207,43.0,Male,USA,24.35,2020-02-05,Clothing,2
4208,35.0,Female,Australia,452.91,2021-03-06,Home & Kitchen,1
4209,49.0,Female,Canada,261.3,2021-05-19,Sports,3
4210,39.0,Male,USA,325.87,2020-09-05,Electronics,3
4212,34.0,Female,France,95.19,2022-03-15,Sports,2
4214,41.0,Other,Germany,119.99,2022-01-30,Books,2
4215,67.0,Female,Canada,432.93,2021-05-24,Beauty,1
4216,25.0,Female,France,394.73,2023-11-18,Beauty,1
4217,58.0,Male,UK,427.1,2021-12-26,Home & Kitchen,1
4219,22.0,Male,Australia,323.56,2023-03-27,Electronics,3
4221,46.0,Male,Australia,136.41,2020-06-14,Clothing,0
4227,26.0,Female,UK,150.48,2023-11-15,Sports,0
4228,44.0,Male,UK,31.47,2023-10-07,Electronics,2
4231,21.0,Female,UK,84.77,2021-06-29,Clothing,2
4232,53.0,Other,Canada,195.26,2020-03-03,Beauty,0
4233,35.0,Female,France,184.08,2021-12-02,Beauty,0
4235,68.0,Female,Canada,284.5,2021-08-29,Clothing,3
4236,30.0,Other,Canada,428.01,2020-05-27,Clothing,1
4237,36.0,Female,Canada,77.68,2020-11-03,Home & Kitchen,2
4238,66.0,Other,USA,181.87,2020-04-07,Clothing,0
4239,23.0,Female,USA,279.89,2023-08-18,Beauty,3
4240,65.0,Male,UK,80.8,2022-12-01,Books,2
4241,29.0,Female,Australia,68.39,2020-11-11,Beauty,2
4243,54.0,Other,Australia,328.65,2023-11-08,Books,3
4244,34.0,Other,UK,120.91,2023-02-01,Home & Kitchen,2
4245,40.0,Female,Germany,117.43,2023-09-21,Beauty,2
4246,43.0,Other,Germany,374.0,2021-08-12,Sports,1
4247,46.0,Female,France,62.91,2022-11-21,Sports,2
4248,50.0,Other,France,462.02,2022-07-22,Home & Kitchen,1
4249,44.0,Male,France,472.15,2021-11-09,Beauty,1
4251,27.0,Male,USA,109.29,2022-11-19,Home & Kitchen,2
4254,38.0,Female,Canada,175.27,2021-01-27,Books,0
4255,38.0,Male,Australia,158.65,2022-11-21,Home & Kitchen,0
4256,60.0,Female,Germany,134.53,2021-11-26,Sports,0
4259,50.0,Other,France,454.41,2022-04-28,Clothing,1
4260,41.0,Female,UK,394.1,2022-08-05,Sports,1
4261,61.0,Other,Canada,338.68,2023-03-18,Electronics,3
4262,28.0,Other,Australia,147.44,2023-01-04,Sports,0
4264,21.0,Female,USA,122.3,2021-02-10,Sports,2
4265,64.0,Male,Germany,60.2,2020-09-30,Electronics,2
4268,26.0,Other,Australia,24.05,2020-03-01,Sports,2
4271,36.0,Female,Canada,78.97,2022-12-19,Electronics,2
4272,36.0,Female,Canada,216.51,2022-06-20,Books,0
4275,59.0,Male,France,446.2,2021-02-02,Electronics,1
4276,34.0,Male,France,131.1,2020-01-07,Home & Kitchen,0
4277,54.0,Male,France,47.17,2023-11-15,Sports,2
4278,65.0,Other,Canada,147.92,2022-07-17,Books,0
4281,58.0,Female,Canada,388.07,2022-11-09,Clothing,1
4282,52.0,Male,USA,132.61,2020-11-22,Electronics,0
4290,24.0,Other,UK,444.08,2021-05-05,Sports,1
4291,58.0,Other,France,481.98,2023-09-06,Sports,1
4292,30.0,Female,USA,430.6,2022-08-08,Beauty,1
4293,35.0,Other,USA,263.7,2021-02-15,Electronics,3
4296,53.0,Female,UK,298.18,2020-01-03,Electronics,3
4297,48.0,Other,Australia,476.6,2022-08-13,Electronics,1
4298,19.0,Other,USA,44.9,2020-05-10,Sports,2
4300,26.0,Female,Canada,435.42,2023-09-09,Sports,1
4303,28.0,Female,USA,181.01,2020-01-17,Clothing,0
4306,53.0,Other,UK,74.32,2022-11-21,Books,2
4308,40.0,Female,Germany,151.15,2021-04-27,Clothing,0
4309,62.0,Female,France,190.59,2023-03-24,Books,0
4312,26.0,Female,UK,474.44,2022-05-06,Books,1
4313,41.0,Male,UK,127.4,2022-03-06,Beauty,0
4314,25.0,Male,USA,390.71,2022-08-19,Clothing,1
4318,20.0,Female,Germany,49.85,2023-10-28,Electronics,2
4319,45.0,Other,USA,370.77,2023-08-02,Clothing,3
4324,45.0,Other,France,381.98,2022-09-27,Beauty,1
4325,57.0,Male,Germany,320.61,2023-04-18,Home & Kitchen,3
4326,18.0,Other,France,403.13,2023-08-13,Electronics,1
4327,53.0,Female,Australia,345.5,2023-10-04,Books,3
4328,38.0,Other,UK,140.85,2021-05-05,Books,0
4331,30.0,Male,Australia,381.08,2020-03-21,Clothing,1
4333,27.0,Male,Canada,91.54,2021-12-05,Clothing,2
4335,64.0,Female,France,268.22,2023-02-20,Electronics,3
4338,30.0,Female,France,161.42,2021-05-24,Books,0
4341,41.0,Other,France,94.99,2021-04-24,Electronics,2
4342,19.0,Other,Germany,104.77,2022-01-24,Clothing,2
4343,39.0,Male,Canada,335.15,2021-12-27,Books,3
4344,34.0,Male,Australia,434.12,2023-04-12,Electronics,1
4346,31.0,Male,USA,466.71,2022-08-12,Books,1
4347,27.0,Other,USA,33.55,2020-04-14,Clothing,2
4351,64.0,Other,Canada,188.56,2021-01-27,Clothing,0
4352,55.0,Male,UK,279.6,2020-07-14,Sports,3
4353,34.0,Female,France,19.14,2021-02-25,Sports,2
4356,41.0,Female,USA,260.6,2020-06-01,Home & Kitchen,3
4358,60.0,Male,France,377.81,2021-11-20,Clothing,1
4359,42.0,Female,USA,272.22,2023-10-03,Beauty,3
4360,53.0,Male,Australia,309.06,2021-12-12,Home & Kitchen,3
4363,18.0,Male,Australia,396.85,2023-10-09,Electronics,1
4364,37.0,Female,Germany,379.04,2020-09-06,Sports,1
4365,45.0,Other,Australia,315.49,2023-11-03,Home & Kitchen,3
4366,33.0,Male,Germany,266.54,2022-07-30,Beauty,3
4369,57.0,Male,Canada,98.86,2021-09-16,Electronics,2
4370,45.0,Male,Australia,23.09,2020-04-01,Books,2
4372,44.0,Other,France,76.7,2023-02-25,Sports,2
4373,59.0,Other,France,452.39,2023-07-25,Beauty,1
4374,64.0,Male,Germany,386.49,2023-07-06,Sports,1
4378,54.0,Other,Germany,241.04,2022-04-13,Sports,0
4380,24.0,Other,France,472.81,2023-05-20,Home & Kitchen,1
4381,49.0,Other,UK,85.14,2021-05-02,Sports,2
4382,49.0,Female,UK,377.92,2021-04-28,Beauty,1
4383,42.0,Female,UK,401.02,2021-10-09,Electronics,1
4384,50.0,Other,USA,476.14,2021-07-04,Beauty,1
4385,24.0,Other,UK,276.96,2021-04-07,Sports,3
4386,69.0,Other,Australia,269.76,2023-10-05,Sports,3
4387,29.0,Male,USA,460.54,2020-10-29,Clothing,1
4388,33.0,Female,Australia,401.54,2021-02-21,Electronics,1
4389,33.0,Male,France,383.0,2020-03-08,Sports,1
4390,60.0,Female,Australia,395.62,2020-02-26,Books,1
4391,53.0,Female,France,249.12,2023-03-22,Books,3
4393,24.0,Other,Germany,103.14,2021-08-21,Sports,2
4395,64.0,Male,Canada,201.1,2022-11-28,Beauty,0
4398,49.0,Female,Canada,222.14,2023-11-02,Beauty,0
4400,25.0,Other,USA,360.89,2022-05-12,Books,3
4401,50.0,Male,France,454.98,2022-02-12,Home & Kitchen,1
4402,40.0,Female,France,386.13,2022-08-07,Sports,1
4403,42.0,Female,USA,64.42,2023-02-20,Clothing,2
4404,25.0,Male,France,271.29,2021-08-17,Clothing,3
4405,62.0,Female,France,418.51,2020-07-31,Beauty,1
4409,20.0,Male,France,168.54,2023-07-22,Clothing,0
4410,46.0,Male,USA,124.87,2023-06-13,Clothing,0
4411,58.0,Male,Australia,101.88,2020-06-19,Electronics,2
4412,46.0,Female,France,296.49,2021-02-23,Clothing,3
4413,51.0,Male,Germany,257.15,2023-01-25,Beauty,3
4414,51.0,Male,Germany,368.74,2022-04-03,Books,3
4415,45.0,Male,Australia,157.43,2020-01-21,Clothing,0
4418,40.0,Female,Australia,481.8,2023-01-10,Books,1
4419,61.0,Male,UK,177.69,2020-04-16,Sports,0
4420,43.0,Male,USA,152.61,2021-11-19,Beauty,0
4422,43.0,Female,USA,363.32,2020-10-12,Clothing,3
4424,26.0,Female,Germany,270.59,2022-02-21,Electronics,3
4425,22.0,Male,UK,407.16,2023-09-16,Home & Kitchen,1
4428,67.0,Female,Canada,447.63,2020-05-11,Clothing,1
4429,28.0,Other,France,148.49,2020-12-04,Electronics,0
4430,32.0,Female,UK,73.64,2020-08-08,Beauty,2
4431,49.0,Male,France,498.1,2022-02-20,Electronics,1
4432,45.0,Male,Germany,176.96,2022-04-28,Beauty,0
4433,39.0,Male,Australia,72.59,2020-03-17,Sports,2
4434,58.0,Other,France,159.21,2021-08-27,Beauty,0
4435,34.0,Female,USA,259.35,2021-08-14,Beauty,3
4437,61.0,Other,Australia,179.55,2022-01-17,Clothing,0
4438,24.0,Other,USA,336.08,2023-09-28,Books,3
4441,42.0,Other,Germany,284.46,2023-03-21,Clothing,3
4444,36.0,Male,Australia,174.4,2022-09-22,Electronics,0
4447,25.0,Male,Australia,181.2,2020-11-16,Electronics,0
4449,21.0,Female,USA,8.4,2021-06-12,Sports,2
4451,48.0,Female,Australia,277.99,2022-01-10,Home & Kitchen,3
4453,28.0,Female,Canada,362.27,2023-09-30,Books,3
4454,60.0,Female,Australia,461.03,2023-06-10,Electronics,1
4455,18.0,Other,Australia,495.13,2023-10-07,Books,1
4456,66.0,Other,Germany,352.03,2021-12-16,Books,3
4459,55.0,Male,UK,195.17,2022-09-28,Books,0
4460,41.0,Other,UK,288.37,2021-01-14,Beauty,3
4461,64.0,Female,France,499.91,2020-09-13,Electronics,1
4464,63.0,Male,Germany,499.48,2020-09-13,Sports,1
4465,67.0,Male,Canada,403.62,2022-08-30,Sports,1
4466,43.0,Male,Australia,384.74,2020-06-07,Sports,1
4468,67.0,Female,USA,6.66,2022-09-09,Books,2
4470,37.0,Female,UK,395.95,2023-12-07,Electronics,1
4471,69.0,Male,Canada,58.1,2021-11-18,Beauty,2
4472,58.0,Female,Canada,151.58,2020-03-22,Sports,0
4473,28.0,Female,Germany,283.44,2022-11-14,Electronics,3
4475,67.0,Female,UK,273.78,2020-01-18,Books,3
4476,55.0,Male,USA,490.54,2022-08-18,Home & Kitchen,1
4479,32.0,Other,Canada,254.69,2023-03-18,Home & Kitchen,3
4480,49.0,Other,Australia,150.19,2023-09-11,Beauty,0
4482,63.0,Female,Australia,338.27,2022-09-23,Electronics,3
4483,22.0,Male,Germany,338.01,2023-03-17,Home & Kitchen,3
4485,55.0,Male,Australia,402.22,2022-07-25,Books,1
4487,35.0,Other,Canada,66.19,2021-09-24,Electronics,2
4488,31.0,Other,UK,211.24,2021-10-01,Sports,0
4489,27.0,Female,USA,258.32,2021-03-21,Beauty,3
4490,63.0,Other,USA,71.74,2020-10-13,Clothing,2
4495,47.0,Female,France,497.48,2022-02-23,Books,1
4498,25.0,Female,Canada,224.39,2020-08-08,Beauty,0
4500,62.0,Other,UK,279.84,2020-11-01,Electronics,3
4503,50.0,Female,Australia,25.05,2021-02-20,Clothing,2
4504,34.0,Female,France,325.67,2021-09-01,Beauty,3
4505,65.0,Male,Canada,318.83,2021-09-19,Electronics,3
4506,28.0,Male,UK,40.36,2020-05-02,Electronics,2
4507,30.0,Female,Australia,89.59,2020-10-11,Beauty,2
4510,48.0,Female,Canada,377.45,2022-01-29,Electronics,1
4513,23.0,Other,USA,353.69,2022-08-22,Electronics,3
4514,58.0,Female,Germany,324.28,2020-09-17,Electronics,3
4515,33.0,Other,Australia,300.08,2022-10-23,Books,3
4517,52.0,Male,France,330.27,2021-03-22,Sports,3
4518,65.0,Other,Canada,417.92,2023-05-24,Clothing,1
4520,29.0,Other,France,83.69,2021-04-23,Beauty,2
4521,28.0,Other,Canada,158.18,2021-07-22,Electronics,0
4522,54.0,Other,Canada,168.53,2022-05-16,Beauty,0
4523,42.0,Female,Australia,51.49,2021-08-17,Sports,2
4525,36.0,Female,USA,299.58,2020-07-18,Books,3
4526,40.0,Other,France,296.93,2021-10-29,Home & Kitchen,3
4529,43.0,Male,USA,9.0,2023-03-04,Home & Kitchen,2
4533,68.0,Other,UK,58.42,2020-03-25,Home & Kitchen,2
4535,51.0,Female,Germany,130.97,2021-01-24,Books,0
4537,60.0,Female,Canada,208.23,2021-02-14,Books,0
4540,19.0,Male,France,397.27,2021-09-09,Sports,1
4548,53.0,Female,Australia,73.21,2020-07-11,Beauty,2
4549,64.0,Male,Germany,382.4,2023-02-14,Sports,1
4550,47.0,Other,USA,229.25,2021-12-07,Electronics,0
4551,18.0,Male,Canada,119.82,2021-10-31,Electronics,2
4552,60.0,Female,UK,460.21,2023-07-22,Clothing,1
4553,56.0,Female,Canada,198.1,2023-10-08,Beauty,0
4554,34.0,Other,Australia,274.03,2022-06-22,Home & Kitchen,3
4555,37.0,Female,UK,429.61,2022-11-25,Books,1
4556,41.0,Other,France,417.52,2021-09-15,Sports,1
4559,46.0,Female,UK,476.29,2020-10-16,Electronics,1
4560,39.0,Male,USA,467.88,2022-02-04,Electronics,1
4562,26.0,Other,France,201.6,2023-12-17,Sports,0
4563,54.0,Male,USA,124.05,2023-06-16,Books,0
4564,27.0,Other,UK,419.23,2023-08-14,Books,1
4566,54.0,Female,Australia,180.77,2022-10-07,Home & Kitchen,0
4567,45.0,Male,UK,9.82,2020-03-28,Electronics,2
4569,59.0,Other,Canada,330.9,2022-07-15,Beauty,3
4570,60.0,Male,UK,128.25,2020-10-04,Clothing,0
4571,38.0,Other,Australia,369.68,2023-09-28,Beauty,3
4575,19.0,Other,UK,296.4,2023-12-10,Books,3
4576,25.0,Other,France,129.9,2020-02-02,Books,0
4577,65.0,Male,Canada,491.7,2022-11-17,Beauty,1
4580,54.0,Other,USA,363.31,2020-09-04,Books,3
4583,20.0,Male,USA,123.69,2023-10-13,Home & Kitchen,0
4584,61.0,Other,France,235.58,2022-02-28,Beauty,0
4585,30.0,Other,Australia,158.85,2020-01-18,Clothing,0
4586,62.0,Female,USA,275.99,2020-07-31,Beauty,3
4588,53.0,Other,UK,308.93,2023-01-22,Electronics,3
4590,44.0,Male,France,25.56,2022-07-10,Clothing,2
4591,51.0,Male,UK,43.91,2022-03-17,Electronics,2
4594,49.0,Other,Canada,401.13,2021-06-11,Home & Kitchen,1
4598,66.0,Male,Canada,279.67,2022-12-22,Clothing,3
4599,20.0,Female,France,286.91,2022-09-24,Sports,3
4601,37.0,Other,France,200.02,2023-02-27,Clothing,0
4602,47.0,Other,Canada,340.22,2020-12-28,Beauty,3
4604,52.0,Other,USA,148.09,2023-07-17,Books,0
4606,56.0,Female,Australia,261.43,2021-05-14,Books,3
4610,34.0,Other,UK,164.73,2021-10-07,Beauty,0
4611,35.0,Male,UK,335.14,2022-10-01,Sports,3
4613,69.0,Male,Canada,490.81,2021-06-29,Beauty,1
4615,37.0,Female,USA,141.34,2023-12-06,Home & Kitchen,0
4619,18.0,Male,Australia,403.25,2022-02-22,Home & Kitchen,1
4621,18.0,Other,Canada,51.89,2022-10-17,Home & Kitchen,2
4625,69.0,Other,USA,349.05,2020-09-18,Sports,3
4626,40.0,Male,France,200.59,2021-10-08,Beauty,0
4627,27.0,Male,USA,134.75,2021-11-19,Books,0
4630,58.0,Female,Canada,262.95,2023-02-07,Sports,3
4631,22.0,Female,France,61.8,2023-12-27,Electronics,2
4632,18.0,Other,Australia,103.41,2021-09-15,Books,2
4635,51.0,Male,Canada,94.99,2021-10-29,Sports,2
4638,46.0,Female,Canada,211.65,2020-02-23,Electronics,0
4641,28.0,Other,Australia,222.47,2021-05-26,Clothing,0
4642,68.0,Female,France,34.76,2022-03-11,Books,2
4644,52.0,Male,France,365.3,2020-04-05,Beauty,3
4645,29.0,Male,France,242.79,2020-06-22,Books,0
4646,43.0,Male,Germany,243.82,2020-12-09,Books,0
4647,68.0,Male,Germany,301.12,2020-07-23,Beauty,3
4649,62.0,Other,USA,83.5,2021-12-10,Clothing,2
4651,64.0,Male,France,65.09,2023-08-23,Beauty,2
4652,24.0,Male,UK,468.73,2023-07-28,Electronics,1
4653,43.0,Female,UK,290.76,2020-10-28,Electronics,3
4654,57.0,Male,Australia,50.86,2023-05-13,Beauty,2
4655,22.0,Other,Germany,114.22,2020-08-07,Clothing,2
4656,38.0,Male,UK,364.17,2022-09-30,Books,3
4658,21.0,Male,Australia,364.2,2020-05-20,Sports,3
4659,40.0,Male,France,456.17,2021-03-30,Books,1
4660,59.0,Other,Canada,32.91,2020-05-24,Beauty,2
4661,37.0,Female,USA,97.28,2022-08-26,Books,2
4664,69.0,Male,France,310.41,2020-04-14,Sports,3
4665,62.0,Other,Canada,27.18,2022-01-11,Electronics,2
4668,58.0,Other,Germany,453.78,2021-09-23,Electronics,1
4669,65.0,Female,USA,239.77,2023-04-23,Books,0
4670,36.0,Female,France,75.56,2023-05-25,Sports,2
4671,65.0,Other,Australia,148.2,2022-11-20,Books,0
4673,63.0,Other,France,60.5,2022-08-05,Clothing,2
4674,45.0,Female,USA,119.71,2020-08-12,Beauty,2
4677,21.0,Other,Australia,80.33,2020-04-01,Sports,2
4678,32.0,Other,Australia,422.62,2020-01-08,Sports,1
4679,52.0,Male,Canada,55.18,2022-12-13,Books,2
4681,18.0,Other,Australia,65.05,2021-04-23,Books,2
4682,20.0,Female,UK,348.33,2020-04-17,Sports,3
4687,53.0,Other,USA,271.15,2021-06-12,Beauty,3
4688,51.0,Female,USA,359.25,2021-09-20,Clothing,3
4689,46.0,Male,UK,333.14,2023-11-11,Books,3
4691,41.0,Female,USA,493.2,2023-10-13,Beauty,1
4693,21.0,Male,Australia,90.59,2022-09-18,Sports,2
4694,20.0,Male,UK,430.24,2023-12-15,Electronics,1
4695,51.0,Male,USA,148.96,2023-03-18,Beauty,0
4700,62.0,Other,USA,459.0,2022-01-18,Electronics,1
4702,48.0,Male,Canada,205.12,2021-03-02,Books,0
4704,23.0,Male,USA,404.69,2023-08-08,Books,1
4706,27.0,Other,France,387.63,2021-05-25,Electronics,1
4708,24.0,Female,Canada,211.29,2022-07-10,Clothing,0
4709,56.0,Other,Canada,365.45,2021-12-22,Beauty,3
4710,55.0,Other,Germany,139.05,2020-08-15,Sports,0
4711,38.0,Female,UK,160.39,2022-09-23,Clothing,0
4713,20.0,Male,UK,97.91,2022-04-07,Beauty,2
4716,64.0,Other,Australia,376.25,2021-01-30,Home & Kitchen,1
4719,29.0,Female,Canada,82.34,2023-09-21,Home & Kitchen,2
4720,55.0,Female,Canada,87.12,2023-04-02,Clothing,2
4721,68.0,Female,USA,492.8,2022-08-14,Electronics,1
4723,64.0,Female,USA,227.77,2020-06-04,Clothing,0
4725,22.0,Other,Germany,14.36,2021-05-17,Sports,2
4726,30.0,Male,Germany,336.88,2022-02-19,Clothing,3
4728,67.0,Other,France,57.89,2021-05-05,Beauty,2
4729,47.0,Male,UK,378.47,2020-11-23,Books,1
4732,65.0,Other,Canada,188.43,2021-09-18,Books,0
4733,44.0,Male,Australia,357.47,2023-09-22,Books,3
4735,31.0,Female,France,311.97,2020-09-25,Clothing,3
4737,64.0,Other,Germany,121.34,2020-05-02,Home & Kitchen,2
4738,53.0,Female,Canada,489.18,2021-07-05,Home & Kitchen,1
4740,33.0,Male,UK,58.25,2023-12-10,Clothing,2
4742,38.0,Other,USA,463.88,2021-08-10,Sports,1
4744,25.0,Male,USA,229.61,2020-12-01,Home & Kitchen,0
4745,66.0,Other,Germany,363.18,2021-01-24,Clothing,3
4746,33.0,Female,Germany,21.56,2020-10-30,Electronics,2
4748,59.0,Female,Australia,183.8,2022-04-28,Home & Kitchen,0
4750,49.0,Male,Canada,290.11,2020-08-13,Books,3
4751,51.0,Other,USA,274.44,2021-05-27,Home & Kitchen,3
4752,26.0,Other,France,437.6,2022-10-06,Electronics,1
4757,39.0,Other,UK,468.98,2021-09-06,Beauty,1
4759,21.0,Other,USA,274.22,2022-10-09,Home & Kitchen,3
4761,69.0,Female,Germany,446.28,2021-12-25,Electronics,1
4762,64.0,Female,Germany,397.3,2021-04-16,Electronics,1
4763,42.0,Male,Germany,43.2,2021-11-19,Beauty,2
4764,38.0,Other,Australia,351.27,2020-11-10,Electronics,3
4765,54.0,Other,Australia,271.68,2022-06-27,Beauty,3
4768,18.0,Female,Australia,100.29,2020-10-05,Books,2
4770,68.0,Male,France,142.84,2022-04-19,Beauty,0
4772,34.0,Other,Germany,45.58,2020-11-26,Books,2
4773,58.0,Female,UK,247.95,2021-01-31,Books,3
4775,19.0,Other,France,428.29,2021-01-19,Sports,1
4782,64.0,Other,UK,314.35,2022-08-01,Books,3
4784,56.0,Female,UK,189.43,2022-12-02,Clothing,0
4789,26.0,Other,France,255.84,2022-12-20,Home & Kitchen,3
4790,30.0,Female,Canada,352.66,2023-10-18,Books,3
4792,23.0,Female,USA,76.28,2023-02-18,Electronics,2
4794,69.0,Female,USA,120.44,2020-06-06,Beauty,2
4796,34.0,Male,UK,318.61,2020-09-27,Clothing,3
4797,66.0,Male,Canada,389.12,2023-08-27,Sports,1
4799,65.0,Other,UK,385.57,2023-02-14,Home & Kitchen,1
4800,64.0,Female,UK,82.87,2020-12-10,Home & Kitchen,2
4801,62.0,Female,UK,116.57,2023-04-16,Clothing,2
4803,34.0,Female,USA,265.86,2022-10-17,Clothing,3
4804,20.0,Other,Canada,151.23,2023-04-03,Sports,0
4806,32.0,Male,Australia,457.87,2022-01-18,Sports,1
4807,53.0,Male,UK,379.02,2020-06-03,Electronics,1
4808,49.0,Male,Canada,228.1,2021-08-17,Home & Kitchen,0
4810,21.0,Other,Canada,398.46,2020-08-21,Sports,1
4811,35.0,Other,UK,7.91,2023-10-06,Clothing,2
4816,52.0,Other,USA,448.37,2021-11-23,Clothing,1
4817,57.0,Female,Canada,124.12,2021-08-24,Books,0
4823,41.0,Male,USA,319.47,2020-06-29,Clothing,3
4826,23.0,Female,Germany,153.85,2021-11-26,Beauty,0
4827,50.0,Other,Australia,249.18,2020-10-07,Beauty,3
4829,57.0,Other,UK,309.17,2020-10-23,Beauty,3
4830,36.0,Female,Australia,78.0,2021-11-21,Sports,2
4831,18.0,Male,Canada,65.84,2021-07-15,Beauty,2
4832,22.0,Male,UK,98.26,2023-02-14,Beauty,2
4833,44.0,Other,UK,409.64,2022-11-16,Clothing,1
4835,23.0,Other,Germany,366.14,2020-11-06,Sports,3
4837,30.0,Other,USA,297.97,2021-01-24,Sports,3
4838,65.0,Female,Canada,387.91,2020-01-06,Beauty,1
4839,52.0,Other,France,119.38,2021-12-03,Books,2
4840,36.0,Male,Australia,101.99,2022-10-07,Books,2
4843,60.0,Other,Australia,131.14,2023-08-24,Beauty,0
4845,42.0,Male,USA,71.56,2023-05-03,Beauty,2
4846,37.0,Female,USA,233.29,2020-08-17,Home & Kitchen,0
4847,48.0,Male,France,314.24,2023-09-22,Clothing,3
4849,61.0,Female,France,408.63,2020-05-12,Home & Kitchen,1
4850,40.0,Other,USA,469.03,2022-08-06,Books,1
4852,39.0,Male,France,380.92,2023-07-19,Books,1
4853,68.0,Other,Germany,160.17,2021-06-16,Electronics,0
4854,54.0,Male,Germany,339.98,2021-11-11,Sports,3
4855,25.0,Female,France,156.81,2020-10-21,Electronics,0
4857,31.0,Other,UK,176.82,2022-03-31,Home & Kitchen,0
4858,20.0,Female,USA,425.17,2023-09-15,Sports,1
4859,67.0,Male,Australia,384.24,2020-10-07,Clothing,1
4861,36.0,Female,Australia,82.69,2022-12-23,Beauty,2
4863,35.0,Male,UK,198.2,2022-10-09,Books,0
4864,69.0,Male,Canada,474.95,2023-06-06,Beauty,1
4866,25.0,Male,France,348.27,2023-01-20,Sports,3
4869,29.0,Female,Germany,441.78,2020-01-01,Clothing,1
4870,28.0,Male,Germany,45.59,2020-11-10,Beauty,2
4871,22.0,Male,Australia,188.32,2023-08-07,Home & Kitchen,0
4873,29.0,Male,Australia,479.42,2023-06-17,Books,1
4874,34.0,Other,Germany,63.47,2021-04-25,Sports,2
4881,50.0,Female,France,400.87,2021-05-12,Sports,1
4883,65.0,Female,Germany,166.11,2020-04-30,Electronics,0
4884,58.0,Female,Australia,183.69,2023-11-16,Electronics,0
4885,36.0,Female,Germany,296.46,2021-04-09,Beauty,3
4886,39.0,Male,Australia,396.02,2022-09-16,Clothing,1
4887,22.0,Male,Germany,119.25,2022-06-28,Sports,2
4889,47.0,Male,Canada,114.84,2020-12-29,Electronics,2
4892,21.0,Other,Germany,11.66,2022-08-24,Electronics,2
4894,30.0,Male,France,463.72,2023-09-20,Sports,1
4897,32.0,Other,France,264.63,2020-03-29,Sports,3
4899,31.0,Other,UK,175.34,2021-12-21,Clothing,0
4901,36.0,Female,Canada,444.01,2021-01-20,Home & Kitchen,1
4902,46.0,Female,Canada,75.14,2023-04-05,Electronics,2
4905,41.0,Male,UK,144.52,2021-08-12,Clothing,0
4906,35.0,Male,Germany,406.88,2021-03-10,Home & Kitchen,1
4908,58.0,Other,France,457.1,2022-12-03,Clothing,1
4910,43.0,Other,USA,463.73,2020-04-18,Home & Kitchen,1
4913,34.0,Male,Canada,457.84,2021-06-26,Electronics,1
4914,19.0,Other,Australia,246.65,2022-03-15,Home & Kitchen,3
4915,23.0,Male,Canada,109.55,2021-11-13,Clothing,2
4917,45.0,Other,Germany,16.66,2021-08-31,Home & Kitchen,2
4920,35.0,Female,UK,250.47,2020-09-20,Home & Kitchen,3
